SMILES,IC50
CC(C)C(=O)OC1CC(C2CC(=O)C(C2C3C1C(=C)C(=O)O3)(C)O)(C)O,51.58296943
CC(C)C(=O)OC1CC(C2CC(=O)C(C2C3C1C(=C)C(=O)O3)(C)O)(C)O,88.4279476
CC1CC(OC(=O)C1C)C(C)(C2CCC3C2(CCC4C3C(C=C5C4(C(=O)C=CC5O)C)O)C)O,23.9
C1=CC=C2C(=C1)C(=O)C=C(O2)C3=CC=C(C=C3)Br,62.5
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,10.6
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,11.5
COC1=CC(=CC(=C1O)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O,13.2
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)O,25.6
COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC,32.2
COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC,55.5
COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC,89.5
COC1=CC(=C(C=C1)CCC(=O)C2=CC=C(C=C2)O)OC,100
COC1=CC=C(C=C1)C(=O)CCC2=C(C=C(C=C2OC)O)OC,68.1
COC1=CC=C(C=C1)C(=O)CCC2=C(C=C(C=C2OC)O)OC,70.1
COC1=CC=C(C=C1)C(=O)CCC2=C(C=C(C=C2OC)O)OC,100
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,15.9
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,71.7
COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,93.4
COC1=CC2=C(CCC(O2)C3=CC=C(C=C3)O)C=C1,40.8
COC1=CC2=C(CCC(O2)C3=CC=C(C=C3)O)C=C1,52.8
COC1=CC2=C(CCC(O2)C3=CC=C(C=C3)O)C=C1,100
CC(=O)C1=CC=C(C=C1)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O,209.1078067
COC(=O)C1=C2C(=NC=C1)C(=O)C3=CC=CC=C3C2=O,44.52926209
COC(=O)C1=C2C(=NC=C1)C(=O)C3=CC=CC=C3C2=O,63.61323155
COC(=O)C1=C2C(=NC=C1)C(=O)C3=CC=CC=C3C2=O,93.54886993
COC(=O)C1=C2C(=NC=C1)C(=O)C3=CC=CC=C3C2=O,110.761862
CC(=CCCC(=CCCC(C)(C=C)C1=CC(=C(C=C1)O)O)C)C,20
CC(=CCCC(=CCCC(C)(C=C)C1=CC(=C(C=C1)O)O)C)C,25
CC(=CCCC(=CCCC(C)(C=C)C1=CC(=C(C=C1)O)O)C)C,35
CC(=CCCC(=CCCC(C)(C=C)C1=CC(=C(C=C1)O)O)C)C,40
COC1=CC(=O)OC(=C1)C=CC2=CC=CC=C2,162
COC1=C(C=C2C(=C1)CCC2=O)OC,70
C1=CC(=C(C=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O)O,21.90469536
COC1=CC(=C2CC(C(OC2=C1)C3=CC(=C(C=C3)O)OC)O)OC,50
COC1=C(C=C(C2=C1OC(=C(C2=O)OC)C3=CC=C(C=C3)O)O)O,111.1144752
COC1=C(C=C2C(=C1O)C(=O)C(CO2)CC3=CC=C(C=C3)O)O,89.5
COC1=C(C=C2C(=C1O)C(=O)C(CO2)CC3=CC=C(C=C3)O)O,96.2
COC1=C(C=C2C(=C1O)C(=O)C(CO2)CC3=CC=C(C=C3)O)O,100
C1C(C(=O)C2=C(C=C(C=C2O1)O)O)CC3=CC=C(C=C3)O,57.8
C1C(C(=O)C2=C(C=C(C=C2O1)O)O)CC3=CC=C(C=C3)O,100
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,71
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,72.8
C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=CC=C3,100
COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)OC,10.8
COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)OC,75
COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=CC=C3)OC,200
COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(O2)C(=C(C(=C3O)OC)OC)OC)O)OC,38.8
CC(=CCCC1(CC=C(C(=O)C(C1C=COC(=O)C=C(C)C)CC(=O)C)CO)C)C,10.7
CC(=CC(=O)OC=CC1C(C(=O)C(=CCC1(C)CC=CC(C)(C)O)CO)CC(=O)C)C,45.5
C1=C(C(=O)NC(=O)N1)F,10.68573186
C1=C(C(=O)NC(=O)N1)F,50
C1=C(C(=O)NC(=O)N1)F,76.87576876
CC1=C2C(=C3C(=CC=C(C3=O)OC)C2=O)NC=C1,21.7
CC1=C2C(=C3C(=CC=C(C3=O)OC)C2=O)NC=C1,30
COC1=CC(=O)C(=CC1=O)C2=COC3=CC(=CC(=C3C2=O)O)O,84.45505171
COC1=CC(=O)C(=CC1=O)C2=COC3=CC(=CC(=C3C2=O)O)O,157.0405728
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C(=C(C=C3O)O)CC=C(C)C)C,10.49097776
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C(=C(C=C3O)O)CC=C(C)C)C,26.85690306
CC(=CCC1=CC(=CC(=C1O)CC=C(C)C)C2CC(=O)C3=C(O2)C(=C(C=C3O)O)CC=C(C)C)C,29.79437684
COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,100
