BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
2.068,783.319,17.267,13.66,13.66,11.6,7.392,7.392,5.332,5.332,4.063,4.063,2.9,2.9,5.918,9.901,0,18.14,34.125,0,33.462,18.199,0,0,18.947,330.11,0.278,-2.89,24,312.192,310762.122,15.985,6.312,2.496,139.082,12.861,0.508,12.861,0.203,0.059,0.203,-0.531,-0.508,2.777,86.771,330.336,1,6,0,1,1,2,0,2,6,1,6,0,4,0,0,0,126,24.054,18.106,17.282,5.75,0,0,4.795,0,0,0,6.066,18.199,11.63,32.811,3,28.849,5.783,0,0,0,5.918,27.936,41.459,0,28.748,18.947,0,28.748,0,38.826,0,0,21.839,30.332,0,0,0,74.22,0,0,0,0,0,0,0,0,0,59.167,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.777,633.984,14.82,11.874,11.874,10.152,6.96,6.96,5.388,5.388,3.769,3.769,2.778,2.778,0,10.213,0,11.499,18.274,29.718,0,31.375,12.133,0,9.474,286.121,0.294,-2.36,21,268.183,74075.773,13.615,5.56,2.89,123.123,9.743,0.508,9.743,0.164,0.194,0.164,0.194,-0.508,2.9,79.159,286.327,2,4,0,1,1,2,0,2,4,2,4,0,3,0,0,0,110,19.687,11.499,11.499,0,0,0,0,0,0,0,12.133,36.604,17.548,13.717,3,19.687,0,0,0,5.918,12.842,13.717,47.525,0,22.998,9.474,0,22.998,0,23.93,12.842,5.918,11.127,36.398,0,0,0,58.92,0,0,0,0,0,0,0,0,0,48.833,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.673,367.885,13.477,10.991,10.991,8.808,6.358,6.358,3.864,3.864,2.215,2.215,1.278,1.278,6.104,5.107,0,0,6.421,19.262,12.842,12.152,12.152,36.84,0,242.167,0.412,-1.7,18,220.186,8872.156,16.3,13.365,12.37,111.302,9.485,0.377,9.485,0.134,0.63,0.134,-0.712,-0.377,3.623,78.795,242.362,1,1,0,0,0,0,0,0,1,1,1,0,8,0,0,0,96,5.107,6.104,0,0,0,0,0,0,0,13.158,36.49,43.6,6.421,0,0,5.107,0,0,0,0,44.629,0,37.462,0,23.682,0,0,0,0,11.21,0,23.682,38.525,37.462,0,0,0,20.23,0,0,0,0,0,0,0,0,0,40.333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2.168,636.245,16.113,12.497,12.497,10.545,6.809,6.809,4.799,4.799,3.384,3.384,2.247,2.247,0,15.008,0,23.703,23.483,5.563,38.485,12.133,0,0,9.474,302.115,0.235,-2.69,22,284.182,85675.692,15.694,6.845,3.493,128.29,12.183,0.508,12.183,0.163,0.044,0.163,-0.044,-0.508,2.931,81.969,302.326,2,5,0,0,0,2,0,2,5,2,5,0,6,0,0,0,116,19.687,22.998,5.783,0,0,0,4.795,0,0,0,0,30.686,29.68,14.22,2,24.481,5.783,0,0,0,12.842,14.22,47.525,0,22.998,9.474,0,22.998,0,30.216,6.421,0,22.342,36.398,0,0,0,75.99,0,0,0,0,0,0,0,0,0,56.667,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.311,672.162,16.276,12.33,12.33,10.397,6.748,6.748,5.002,5.002,3.503,3.503,1.999,1.999,0,19.802,0,23.066,22.273,0,48.531,13.847,0,0,0,296.105,0.111,-2.88,22,280.194,79830.641,15.508,6.263,3.229,127.9,12.356,0.508,12.356,0.189,0.079,0.189,-0.26,-0.508,3.5,83.249,296.322,2,4,0,0,0,2,0,2,4,2,4,0,4,0,0,0,112,10.213,11.499,11.566,0,0,0,9.589,0,0,0,0,62.378,22.273,0,2,19.802,11.566,0,0,0,13.847,0,70.804,0,11.499,0,0,11.499,0,21.78,0,0,34.563,59.677,0,0,0,74.6,0,0,0,0,0,0,0,0,0,59.333,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.772,1750.711,29.041,21.835,21.835,18.959,11.946,11.946,9.084,9.084,6.538,6.538,4.81,4.81,59.645,29.391,0,49.959,0,13.847,33.276,0,0,0,37.255,560.117,0.385,-4.56,40,536.272,584139438.3,27.024,9.878,4.209,223.354,13.132,0.502,13.132,0.344,0.05,0.344,-1.519,-0.502,1.561,134.065,560.464,2,14,0,1,1,2,2,4,14,2,14,0,8,0,1,1,212,47.469,6.104,28.769,23.893,0,23.19,9.589,9.589,0,0,0,19.056,24.62,31.096,5,57.058,44.65,0,0,0,51.477,14.22,32.973,0,22.998,25.462,0,22.998,0,67.077,23.8,0,20.771,30.556,0,32.711,0,190.4,0,0,0,0,0,0,0,0,10.945,101.055,0,1,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.071,675.375,19.602,15.521,15.521,11.875,8.959,8.959,8.519,8.519,6.221,6.221,4.692,4.692,58.886,24.597,0,24.333,0,0,6.924,20.771,0,6.579,9.474,366.168,0.737,-1.73,26,340.202,394679.973,19.043,5.889,2.684,151.901,12.353,0.461,12.353,0.334,0.025,0.334,-1.737,-0.461,0.763,89.697,366.41,2,7,2,1,3,0,0,0,7,2,7,0,3,2,1,3,144,19.687,17.809,5.783,0,0,11.939,9.589,4.795,0,0,20.426,13.847,30.251,17.437,3,34.07,17.722,0,0,23.672,63.947,0,12.152,0,0,0,0,0,0,51.345,23.857,23.672,40.537,12.152,0,0,0,110.13,0,0,0,0,0,0,0,0,0,71.167,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.468,950.543,24.792,21.03,21.03,15.829,13.069,13.069,12.601,12.601,11.106,11.106,8.825,8.825,29.328,24.909,0,52.675,11.994,25.683,12.152,6.076,27.695,6.924,4.737,472.282,0.786,-1.5,34,432.302,34145548.72,24.206,7.747,3.102,202.004,13.139,0.459,13.139,0.309,0.008,0.309,-1.162,-0.459,3.191,126.334,472.622,3,6,4,1,5,0,0,0,6,3,6,0,2,2,1,3,188,20.056,11.705,5.783,0,0,5.969,9.589,0,0,0,26.847,98.681,0,23.541,5,29.646,11.753,0,0,46.337,90.636,0,23.801,0,0,0,0,0,0,50.985,14.326,46.337,66.723,23.801,0,0,0,104.06,0,0,0,0,0,0,0,0,0,79.75,0,3,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.243,757.296,12.535,9.391,10.977,8.737,5.527,6.32,3.978,4.894,2.763,3.292,1.86,2.125,0,4.795,0,5.429,16.729,10.036,6.066,12.133,36.398,15.93,4.417,299.979,0,-1.87,18,292.067,19275.185,11.234,4.424,1.974,112.004,11.971,0.456,11.971,0.193,0.019,0.193,-0.019,-0.456,4.223,75.62,301.139,0,2,0,0,0,2,1,3,2,0,3,0,1,0,0,0,88,4.417,11.343,5.429,0,0,0,4.795,0,0,0,40.195,24.265,16.103,5.386,3,4.417,26.899,0,0,0,0,0,69.293,0,11.324,5.429,0,0,15.93,0,0,0,0,68.282,0,22.293,0,30.21,0,0,0,0,0,0,0,0,6.748,31.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.359,908.553,15.853,11.53,11.53,10.507,6.372,6.372,4.674,4.674,3.272,3.272,2.245,2.245,5.429,20.114,0,39.728,5.563,6.066,25.309,12.133,0,0,9.154,300.063,0.063,-3.15,22,288.17,100493.319,13.816,4.996,2.104,123.998,12.234,0.508,12.234,0.204,0.037,0.204,-0.472,-0.508,2.585,79.466,300.266,3,6,0,0,0,2,1,3,6,3,6,0,2,0,0,0,112,24.474,22.645,16.761,5.75,0,0,4.795,0,0,0,0,24.265,17.696,7.11,3,24.474,10.969,0,0,0,0,7.11,46.622,0,34.322,10.166,0,22.998,0,22.429,0,0,0,45.61,0,22.293,0,100.13,0,0,0,0,0,0,0,0,5.626,55.374,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.144,651.306,16.82,13.459,13.459,11.083,7.198,7.198,4.981,4.981,3.607,3.607,2.376,2.376,0,9.901,0,11.533,35.654,5.563,26.352,31.375,0,0,14.211,316.131,0.278,-2.69,23,296.193,150014.655,16.677,7.536,3.942,134.975,12.312,0.508,12.312,0.163,0.018,0.163,0.018,-0.508,3.234,86.856,316.353,1,5,0,0,0,2,0,2,5,1,5,0,7,0,0,0,122,19.317,22.998,5.783,0,0,0,4.795,0,0,0,0,30.686,29.68,21.329,2,24.112,5.783,0,0,0,12.842,21.329,47.525,0,22.998,14.211,0,22.998,0,32.219,6.421,0,22.342,36.398,0,0,0,64.99,0,0,0,0,0,0,0,0,0,56.167,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.621,725.696,22.052,16.197,16.197,14.158,9.379,9.379,7.432,7.432,5.186,5.186,3.178,3.178,55.308,30.327,0,24.747,5.563,0,31.189,0,0,0,24.054,430.148,0.632,-1.67,30,404.198,4417757.973,23.003,9.221,4.641,171.545,11.346,0.462,11.346,0.229,0.129,0.229,-1.871,-0.462,-2.467,97.49,430.406,6,11,0,2,2,1,0,1,11,6,11,0,7,0,2,2,168,49.587,41.87,12.073,6.29,0,0,4.795,0,0,0,0,31.189,5.563,19.821,3,54.381,5.783,0,0,0,55.625,19.821,29.829,0,5.75,4.737,0,5.75,0,104.944,14.211,0,17.282,24.265,0,0,0,175.37,0,0,0,0,0,0,0,0,0,87.083,0,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.271,567.521,12.088,9.421,9.421,8.275,5.201,5.201,3.463,3.463,2.238,2.238,1.416,1.416,5.626,4.795,0,0,11.51,5.563,13.176,12.142,36.408,0,9.154,228.079,0.071,-2.29,17,216.151,9337.689,11.203,5.164,3.079,98.974,11.201,0.496,11.201,0.339,0.419,0.339,-0.419,-0.496,2.819,66.9,228.247,0,3,0,0,0,1,1,2,3,0,3,0,3,0,0,0,86,9.154,11.51,0,0,0,5.626,0,4.795,0,0,36.408,11.639,6.066,13.176,2,9.154,12.152,0,0,0,0,7.11,64.208,0,5.75,10.362,0,5.75,0,7.11,0,0,11.324,51.676,0,12.152,0,39.44,0,0,0,0,0,0,0,0,5.019,35.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.542,382.364,10.129,8.294,8.294,6.758,4.541,4.541,3.288,3.288,2.531,2.531,1.77,1.77,0,4.795,0,5.783,17.92,17.548,0,20.286,6.066,0,9.474,192.079,0.364,-1.51,14,180.118,2371.565,9.061,3.328,1.25,82.639,11.437,0.493,11.437,0.163,0.195,0.163,0.195,-0.493,1.833,52.198,192.214,0,3,1,0,1,1,0,1,3,0,3,0,2,0,0,0,74,9.474,0,17.282,0,0,0,4.795,0,0,0,0,24.117,11.984,14.22,2,14.268,5.783,0,0,0,12.842,14.22,23.26,0,11.499,9.474,0,11.499,0,20.003,6.421,0,22.342,12.133,0,0,0,35.53,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.996,742.529,17.267,13.776,13.776,11.566,7.535,7.535,5.548,5.548,4.146,4.146,2.895,2.895,12.208,10.213,0,5.75,34.982,5.563,13.176,38.485,0,0,18.947,332.126,0.333,-2.6,24,312.192,301893.682,16.265,6.488,2.804,139.715,10.533,0.504,10.533,0.16,0.037,0.16,-0.756,-0.504,2.455,87.285,332.352,2,6,0,1,1,2,0,2,6,2,6,0,4,0,0,0,128,29.161,23.353,11.499,0,0,0,0,0,0,0,6.066,17.696,24.117,27.433,3,29.161,0,0,0,0,18.629,21.329,41.459,0,28.748,18.947,0,28.748,0,37.646,6.421,0,17.231,30.332,0,0,0,77.38,0,0,0,0,0,0,0,0,0,57.833,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.921,750.669,16.56,12.445,12.445,11.007,7.088,7.088,5.393,5.393,3.879,3.879,2.705,2.705,11.667,20.114,0,40.952,6.421,5.563,13.176,24.265,0,0,9.474,316.095,0.235,-2.89,23,300.181,167873.358,15.023,5.717,2.631,132.079,12.662,0.508,12.662,0.203,0.023,0.203,-0.466,-0.508,2.246,81.45,316.309,3,6,0,1,1,2,0,2,6,3,6,0,3,0,0,0,120,24.793,17.062,17.282,5.75,0,0,4.795,0,0,0,12.133,24.117,6.066,19.635,3,29.588,5.783,0,0,5.918,6.421,13.717,41.459,0,28.748,9.474,0,28.748,0,34.82,6.421,5.918,15.921,30.332,0,0,0,96.22,0,0,0,0,0,0,0,0,0,61.667,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.868,690.559,14.983,11.114,11.114,10.042,6.553,6.553,5.081,5.081,3.542,3.542,2.486,2.486,5.918,20.114,0,40.952,6.421,11.63,6.066,24.265,0,0,4.737,286.084,0.188,-2.69,21,272.171,63701.468,13.3,5.012,2.497,120.6,12.449,0.508,12.449,0.177,0.114,0.177,-0.405,-0.508,2.237,74.898,286.283,3,5,0,1,1,2,0,2,5,3,5,0,2,0,0,0,108,20.056,28.561,5.783,0,0,0,4.795,0,0,0,12.133,24.117,12.133,12.525,3,24.851,5.783,0,0,5.918,6.421,6.607,47.525,0,22.998,4.737,0,22.998,0,27.71,6.421,5.918,15.921,36.398,0,0,0,86.99,0,0,0,0,0,0,0,0,0,56.5,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.028,634.094,13.405,10.037,10.037,9.148,5.957,5.957,4.483,4.483,3.156,3.156,2.279,2.279,0,15.008,0,41.12,0,11.63,6.066,0,30.332,0,4.737,256.074,0.133,-2.49,19,244.161,26973.288,11.592,4.315,2.012,109.441,12.08,0.508,12.08,0.174,0.127,0.174,-0.387,-0.508,2.804,68.53,256.257,2,4,0,1,1,2,0,2,4,2,4,0,1,0,0,0,96,14.95,28.916,5.783,0,0,0,4.795,0,0,0,30.332,5.563,12.133,6.421,3,19.744,5.783,0,0,0,12.525,0,53.591,0,17.249,4.737,0,17.249,0,15.996,0,0,28.446,42.465,0,0,0,66.76,0,0,0,0,0,0,0,0,0,49.333,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.328,760.408,22.897,19.157,19.157,13.996,10.489,10.489,8.956,8.956,5.529,5.529,3.938,3.938,11.887,19.49,0,35.927,11.994,18.415,24.835,26,13.847,13,4.737,416.256,0.56,-2.27,30,380.27,1657551.762,25.766,11.797,7.865,180.126,13.091,0.432,13.091,0.335,0.084,0.335,-0.599,-0.432,4.865,118.506,416.558,1,5,1,0,1,0,0,0,5,1,5,0,10,0,0,0,166,14.638,5.783,5.783,0,0,5.969,4.795,4.795,0,0,30.222,71.29,23.988,12.869,1,24.227,17.536,0,0,17.251,67.226,6.607,47.285,0,0,0,0,0,0,29.249,19.12,17.251,67.226,47.285,0,0,0,80.67,0,0,0,0,0,0,0,0,0,73.917,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.524,312.834,6.853,4.272,4.272,4.198,2.175,2.175,1.42,1.42,0.774,0.774,0.393,0.393,17.066,13.979,0,0,6.197,0,0,4.984,4.984,0,0,130.018,0,-1.39,9,127.054,104.201,5.741,1.848,1.042,48.359,11.985,0.325,11.985,0.325,0.707,0.311,-1.001,-0.311,-0.798,27.641,130.078,2,4,0,0,0,0,1,1,2,2,5,0,0,0,0,0,48,4.984,0,0,5.817,5.559,5.69,9.779,4.795,4.39,0,0,0,6.197,0,1,4.39,0,0,9.968,0,0,0,32.852,0,0,11.249,4.39,0,0,9.968,0,5.817,0,15.786,0,0,0,65.72,0,0,0,0,0,0,0,0,11.985,22.015,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.264,641.95,12.861,10.034,10.034,8.647,5.592,5.592,4.259,4.259,3.269,3.269,2.389,2.389,0,9.589,0,17.326,22.416,5.573,7.11,18.352,13,5.317,4.737,241.074,0.143,-2.36,18,230.158,18914.505,10.773,3.565,1.199,104.004,12.261,0.493,12.261,0.23,0.103,0.23,-0.246,-0.493,1.296,65.191,241.246,1,4,2,1,3,0,0,0,4,1,4,0,1,0,0,0,90,10.054,0,11.542,5.783,0,0,9.589,0,0,0,0,30.725,17.346,18.38,3,14.326,11.566,0,5.317,0,6.924,7.11,58.177,0,0,5.317,0,0,0,18.676,14.326,0,6.924,58.177,0,0,0,55.4,0,0,0,0,0,0,0,0,0,45.333,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.231,975.822,16.723,11.822,11.822,10.918,6.46,6.46,4.816,4.816,3.398,3.398,2.315,2.315,22.745,24.597,0,33.614,0,30.548,7.11,0,0,0,9.154,314.043,0.063,-3.35,23,304.169,145808.868,14.582,5.131,2.277,128.274,12.505,0.508,12.505,0.221,0.042,0.221,-0.689,-0.508,1.27,78.897,314.249,2,7,1,0,1,1,1,2,7,2,7,0,2,0,0,0,116,19.367,28.731,11.542,11.212,0,0,14.384,0,0,0,0,0,29.858,12.673,3,28.956,28.109,0,0,0,0,7.11,52.094,0,11.499,5.429,0,11.499,0,28.889,14.326,0,5.563,45.519,0,16.542,0,114.04,0,0,0,0,0,0,0,0,5.199,63.468,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.585,720.536,11.121,8.52,8.52,7.792,4.775,4.775,3.408,3.408,2.513,2.513,1.83,1.83,0,4.795,0,5.626,16.916,10.772,6.066,25.506,6.066,0,13.571,216.042,0.083,-2.23,16,208.128,8834.563,9.029,3.131,1.129,90.034,11.119,0.495,11.119,0.336,0.388,0.336,-0.388,-0.495,2.548,58.808,216.192,0,4,0,0,0,1,2,3,4,0,4,0,1,0,0,0,80,13.571,16.916,0,0,0,5.626,0,4.795,0,0,0,12.133,12.133,24.145,3,13.571,21.938,0,0,0,0,7.11,40.949,0,5.75,10.362,0,5.75,0,7.11,0,0,0,44.157,0,21.938,0,52.58,0,0,0,0,0,0,0,0,10.352,29.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
