BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1.707,1373.566,25.949,20.465,20.465,17.9,11.792,11.792,9.257,9.257,7.712,7.712,6.19,6.19,35.111,15.008,0,23.855,28.375,0,21.329,30.332,30.332,0,28.421,506.158,0.321,-3.95,37,480.299,415898805.3,23.449,8.29,2.95,212.609,13.264,0.496,13.264,0.312,0.053,0.312,-2.132,-0.496,2.856,129.01,506.507,2,9,1,2,3,3,0,3,9,2,9,0,6,1,0,1,192,38.634,23.353,22.701,6.793,0,5.969,4.795,0,0,0,36.398,17.696,23.614,32.811,6,43.429,5.969,0,0,5.918,23.224,28.122,77.354,0,28.748,23.684,0,28.748,0,50.409,20.734,5.918,22.608,60.664,0,0,0,112.91,0,0,0,0,0,0,0,0,0,89,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.747,975.411,20.284,15.877,15.877,14.028,9.261,9.261,7.351,7.351,6.009,6.009,4.627,4.627,23.858,15.008,0,36.618,22.626,5.563,14.22,24.265,0,0,23.684,400.116,0.381,-3.13,29,380.223,7319875.404,17.934,6.45,2.518,166.073,12.656,0.502,12.656,0.31,0.106,0.31,-0.867,-0.502,2.106,98.518,400.383,2,8,1,2,3,2,0,2,8,2,8,0,3,0,1,1,152,33.897,0,22.998,12.542,0,5.969,4.795,0,0,0,0,40.956,11.836,32.848,5,38.692,5.969,0,0,11.836,12.022,27.619,40.956,0,28.748,18.947,0,28.748,0,43.802,9.531,11.836,28.712,24.265,0,0,0,103.68,0,0,0,0,0,0,0,0,0,71.833,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.921,482.564,18.167,15.921,15.921,12.22,10.04,10.04,6.838,6.838,4.378,4.378,2.941,2.941,0,10.213,0,11.499,0,24.826,63.854,12.133,0,31.228,0,344.272,0.565,-1.7,25,308.251,320898.722,21.343,14.627,12.33,153.845,9.449,0.508,9.449,0.119,0.151,0.119,0.151,-0.508,7.064,108.217,344.539,2,2,0,0,0,1,0,1,2,2,2,0,14,0,0,0,140,10.213,11.499,0,0,0,0,0,0,0,0,63.332,62.642,6.066,0,1,10.213,0,0,0,0,83.974,0,48.067,0,11.499,0,0,11.499,0,10.213,6.421,0,83.116,42.503,0,0,0,40.46,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1.706,772.345,16.681,13.444,13.444,11.69,7.685,7.685,5.729,5.729,4.339,4.339,3.114,3.114,12.208,5.107,0,6.793,35.168,11.127,0,20.286,24.265,0,23.684,330.11,0.333,-2.6,24,312.192,559459.353,14.959,5.795,2.392,139.028,10.58,0.496,10.58,0.231,0.212,0.231,-0.694,-0.496,2.47,85.191,330.336,1,6,0,2,2,2,0,2,6,1,6,0,3,0,0,0,126,28.791,23.353,11.499,6.793,0,0,0,0,0,0,6.066,17.696,24.117,20.324,4,28.791,0,0,0,0,18.629,21.013,41.459,0,28.748,23.684,0,28.748,0,32.223,6.421,0,17.231,30.332,0,0,0,66.38,0,0,0,0,0,0,0,0,0,54.833,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.252,1020.552,18.845,14.783,14.783,12.532,7.678,7.678,5.378,5.378,4.005,4.005,2.742,2.742,5.429,9.901,0,28.218,22.823,0,40.572,18.199,0,0,23.365,358.105,0.211,-3.35,26,340.202,765777.285,17.472,6.873,2.77,148.845,12.567,0.504,12.567,0.204,0.02,0.204,-0.408,-0.504,3.2,95.793,358.346,1,7,0,0,0,2,1,3,7,1,7,0,5,0,0,0,136,28.471,16.729,28.427,5.75,0,0,4.795,0,0,0,0,18.199,17.696,28.439,3,28.471,10.969,0,0,0,0,28.439,40.555,0,40.071,24.376,0,28.748,0,33.546,0,0,0,39.544,0,22.293,0,87.36,0,0,0,0,0,0,0,0,5.833,59.334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.064,461.18,14.817,11.821,11.821,9.28,7.22,7.22,6.863,6.863,5.834,5.834,4.788,4.788,41.718,20.114,0,23.83,6.421,0,0,6.924,6.924,6.579,4.737,282.147,0.8,-0.91,20,260.16,32109.198,14.045,4.291,1.57,117.799,11.703,0.458,11.703,0.334,0.051,0.334,-0.937,-0.458,0.233,70.525,282.336,3,5,2,1,3,0,0,0,5,3,5,0,0,2,1,3,112,20.056,6.104,0,0,0,5.969,0,4.795,0,0,20.426,18.257,17.409,24.23,3,24.851,5.969,0,0,23.169,51.105,0,12.152,0,0,0,0,0,0,45.705,9.531,23.169,26.689,12.152,0,0,0,86.99,0,0,0,0,0,0,0,0,0,52.417,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.819,825.781,18.096,15.365,15.365,12.69,9.172,9.172,7.044,7.044,5.612,5.612,4.236,4.236,0,5.107,0,0,11.791,24.465,41.66,26.352,18.199,17.033,9.474,351.183,0.364,-2.46,26,326.246,1549375.576,16.979,7.041,3.055,154.218,9.657,0.508,9.657,0.161,0.303,0.161,0.303,-0.508,4.188,103.679,351.446,1,4,0,2,2,2,0,2,4,1,4,0,4,0,1,1,136,14.58,5.75,11.499,0,0,0,4.9,0,0,0,18.199,72.346,12.587,14.22,4,14.58,11.146,0,4.9,0,25.304,27.309,53.591,0,17.249,9.474,0,17.249,0,43.357,0,0,30.389,42.465,0,11.146,0,41.93,0,0,0,0,0,0,0,0,0,53.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.075,781.096,19.016,16.127,16.127,12.164,9.496,9.496,9.099,9.099,6.962,6.962,5.942,5.942,11.519,15.008,0,40.823,17.548,18.405,0,7.11,19.914,13.847,9.474,360.194,0.667,-1.75,26,332.226,657655.22,17.653,5.381,1.925,153.865,13.136,0.504,13.136,0.317,0.038,0.317,-0.895,-0.504,3.912,96.291,360.45,2,5,2,1,3,1,0,1,5,2,5,0,2,1,1,2,142,19.687,17.623,11.499,0,0,5.969,4.795,0,0,0,34.116,35.804,24.155,0,4,24.481,5.969,0,0,11.333,70.498,7.11,22.757,0,11.499,0,0,11.499,0,29.396,19.683,11.333,75.67,6.066,0,0,0,75.99,0,0,0,0,0,0,0,0,0,60.333,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.923,417.218,16.753,14.766,14.766,11.22,9.39,9.39,6.485,6.485,4.19,4.19,2.847,2.847,0,10.213,0,11.499,0,18.405,70.275,12.133,0,19.076,0,318.256,0.619,-1.44,23,284.229,119457.215,19.606,13.041,10.841,141.804,9.431,0.508,9.431,0.119,0.154,0.119,0.154,-0.508,6.508,99.077,318.501,2,2,0,0,0,1,0,1,2,2,2,0,13,0,0,0,130,10.213,11.499,0,0,0,0,0,0,0,0,57.601,56.221,6.066,0,1,10.213,0,0,0,0,83.974,0,35.915,0,11.499,0,0,11.499,0,10.213,6.421,0,83.116,30.351,0,0,0,40.46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1.812,1214.053,18.922,14.652,14.652,12.936,8.79,8.79,7.013,7.013,5.586,5.586,4.025,4.025,11.57,14.696,0,18.587,34.747,16.466,0,17.557,24.265,0,15.455,363.122,0.25,-3.19,27,346.237,2217273.634,16.018,5.17,1.97,153.568,13.053,0.458,13.053,0.343,0.121,0.343,-1.813,-0.458,1.662,98.937,363.373,3,7,0,2,2,1,2,3,7,2,7,0,1,0,0,0,136,20.144,6.607,5.601,0,5.559,5.969,4.795,9.779,0,0,12.99,30.686,22.201,29.013,5,14.638,22.56,0,9.551,0,32.097,5.734,57.376,0,11.388,11.293,5.687,0,0,20.627,28.284,0,30.035,35.126,0,22.291,0,107.44,0,0,0,0,0,0,0,0,1.612,65.305,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2.012,794.723,17.974,15.329,15.329,12.121,8.357,8.357,6.083,6.083,4.611,4.611,3.329,3.329,0,0,0,12.022,11.499,28.189,0,21.329,37.265,19.066,18.947,340.167,0.333,-2.62,25,316.227,600744.116,17.211,7.094,3.042,148.532,6.288,0.493,6.288,0.165,0.093,0.165,-0.093,-0.493,4.983,99.032,340.419,0,4,0,1,1,2,0,2,4,0,4,0,5,0,0,0,132,18.947,6.104,22.998,0,0,0,0,0,0,0,25.142,42.316,11.481,21.329,3,18.947,6.076,0,0,0,25.869,21.329,53.098,0,22.998,18.947,0,22.998,0,21.329,0,0,42.56,36.408,0,6.076,0,36.92,0,0,0,0,0,0,0,0,0,52.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.735,1633.089,24.526,18.693,18.693,16.952,11.217,11.217,8.397,8.397,6.191,6.191,4.359,4.359,22.711,24.909,0,51.657,11.984,5.563,6.066,42.465,30.332,0,4.417,466.142,0.103,-4.58,35,444.313,104005472.2,22.224,8.987,3.994,199.879,13.43,0.508,13.43,0.204,0.023,0.204,-0.505,-0.508,5.469,133.326,466.489,3,6,0,0,0,4,1,5,6,3,6,0,6,0,0,0,174,19.737,33.781,11.366,5.429,0,0,9.589,0,0,0,60.664,35.747,18.405,5.386,5,24.531,27.722,0,0,0,19.262,0,111.34,0,17.249,5.429,0,17.249,0,21.103,12.842,0,33.469,88.074,0,21.938,0,107.97,0,0,0,0,0,0,0,0,5.932,81.735,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.983,952.447,25.378,20.882,20.882,15.666,12.102,12.102,11.58,11.58,9.502,9.502,8.259,8.259,64.487,24.285,0,24.04,24.836,0,20.771,0,20.771,6.579,14.211,476.241,0.769,-2.22,34,440.278,17718444.63,24.89,7.901,3.275,199.931,13.949,0.462,13.949,0.302,0.159,0.302,-1.131,-0.462,2.75,120.075,476.566,1,8,4,0,4,0,0,0,8,1,8,0,6,4,0,4,188,19.317,18.312,5.783,0,0,17.908,19.178,0,0,0,27.35,42.086,38.525,11.519,4,38.495,23.691,0,0,33.999,91.642,0,12.152,0,0,0,0,0,0,53.214,33.389,33.999,67.226,12.152,0,0,0,116.2,0,0,0,0,0,0,0,0,0,86.917,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.879,1274.712,25.665,20.427,20.427,17.365,11.502,11.502,8.918,8.918,7.43,7.43,5.902,5.902,35.111,15.008,0,17.062,22.626,0,21.329,43.508,30.332,0,23.684,492.178,0.321,-3.75,36,464.3,173492911.6,23.967,8.725,3.041,208.501,13.202,0.497,13.202,0.312,0.237,0.312,-2.089,-0.497,3.135,129.439,492.524,2,8,1,1,2,3,0,3,8,2,8,0,7,1,0,1,188,33.897,29.102,11.202,0,0,5.969,4.795,0,0,0,42.465,23.26,18.051,39.921,5,38.692,5.969,0,0,5.918,23.224,28.439,83.42,0,22.998,18.947,0,22.998,0,50.726,20.734,5.918,22.608,66.73,0,0,0,103.68,0,0,0,0,0,0,0,0,0,86.333,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.209,566.695,13.784,10.862,10.862,8.992,6.479,6.479,5.51,5.51,4.53,4.53,3.446,3.446,11.57,14.696,0,18.308,29.561,11.994,6.076,0,6.924,6.579,4.737,260.105,0.467,-1.68,19,244.161,22396.835,12.359,3.905,1.495,110.993,12.165,0.446,12.165,0.334,0.023,0.334,-0.95,-0.446,1.456,68.18,260.289,1,4,2,1,3,0,0,0,4,1,4,0,1,0,1,1,100,9.843,0,11.384,0,0,5.969,4.795,4.795,0,0,6.579,42.906,17.567,6.607,3,19.432,11.753,0,0,5.918,31.787,6.607,34.947,0,0,0,0,0,0,29.067,14.326,5.918,26.186,34.947,0,0,0,63.6,0,0,0,0,0,0,0,0,0,49.083,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.862,380.578,16.753,15.026,15.026,11.22,9.74,9.74,6.85,6.85,4.531,4.531,3.148,3.148,0,10.213,0,11.499,0,18.405,83.116,12.133,0,6.924,0,320.272,0.714,-1.18,23,284.229,119457.215,19.866,13.277,11.061,142.494,9.438,0.508,9.438,0.119,0.162,0.119,0.162,-0.508,6.732,99.171,320.517,2,2,0,0,0,1,0,1,2,2,2,0,14,0,0,0,132,10.213,11.499,0,0,0,0,0,0,0,0,83.974,30.538,6.066,0,1,10.213,0,0,0,0,96.815,0,23.763,0,11.499,0,0,11.499,0,10.213,6.421,0,95.958,18.199,0,0,0,40.46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
3.258,120.226,7.113,5.208,6.841,4.308,2.544,5.365,1.332,4.665,0.571,3.319,0.268,2.126,9.832,4.209,0,0,5.753,5.753,10.794,12.152,0,13.158,0,162.017,0.333,-0.02,9,152.199,90.44,8.98,6.105,5.857,62.082,10.757,0.248,10.757,0.084,0.568,0.084,-0.793,-0.248,1.755,45.861,162.279,0,1,0,0,0,0,0,0,2,0,3,0,5,0,0,0,52,0,0,0,0,0,0,0,4.209,0,13.158,22.946,0,5.753,15.584,0,4.209,20.625,0,0,0,0,11.506,25.31,0,0,0,0,0,10.794,15.715,9.832,0,0,25.31,0,0,0,17.07,0,0.591,0,0,0,0,0,0,10.757,11.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.589,779.281,22.613,21.853,21.853,14.312,13.698,13.698,14.677,14.677,13.374,13.374,10.844,10.844,0,5.107,0,11.519,27.578,30.092,51.367,0,5.573,61.466,0,426.386,0.933,-0.3,31,376.329,6349042.161,22.49,6.64,2.652,192.398,10.889,0.393,10.889,0.059,0.053,0.059,-0.125,-0.393,8.025,130.65,426.729,1,1,5,0,5,0,0,0,1,1,1,0,0,4,0,4,176,5.107,0,0,0,0,0,0,0,0,0,67.039,114.452,0,6.104,5,5.107,0,0,0,56.664,119.281,0,11.649,0,0,0,0,0,0,11.21,0,56.664,113.177,11.649,0,0,0,20.23,0,0,0,0,0,0,0,0,0,53.417,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.919,1063.187,22.61,16.72,16.72,14.612,9.684,9.684,7.847,7.847,5.708,5.708,4.408,4.408,48.376,35.122,0,22.626,16.69,6.924,18.199,19.056,0,0,9.474,430.126,0.364,-2.98,31,408.233,6716818.86,21.26,7.613,3.354,176.648,13.115,0.507,13.115,0.305,0.065,0.305,-1.719,-0.507,0.453,104.674,430.409,5,9,1,1,2,2,0,2,9,5,9,0,3,0,1,1,164,35.006,35.915,0,12.073,0,5.969,9.589,0,0,0,18.199,35.747,12.842,11.127,4,44.595,11.753,0,0,0,50.471,0,58.149,0,11.499,0,0,11.499,0,67.991,14.268,6.924,45.453,30.332,0,0,0,153.75,0,0,0,0,0,0,0,0,0,88,0,3,3,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.158,833.24,32.443,28.459,28.459,21.761,18.712,18.712,14.215,14.215,10.105,10.105,7.302,7.302,18.312,25.221,0,42.593,24.836,83.471,44.946,6.076,6.924,6.924,14.211,638.476,0.919,-1.03,45,572.399,8512803335,38.418,21.766,14.732,272.849,11.674,0.455,11.674,0.334,0.007,0.334,-0.533,-0.455,6.829,176.851,638.927,4,8,0,3,3,0,0,0,8,4,8,0,25,0,2,2,262,34.637,6.104,0,0,0,5.969,0,4.795,0,0,90.394,70.787,11.994,48.832,3,39.431,5.969,0,0,0,216.462,0,11.649,0,0,0,0,0,0,81.331,19.005,0,161.526,11.649,0,0,0,125.68,0,0,0,0,0,0,0,0,0,97.333,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
2.143,646.469,21.322,18.16,18.16,14.041,11.075,11.075,7.528,7.528,4.774,4.774,3.23,3.23,5.969,15.008,0,17.249,11.984,32.104,51.515,6.066,0,31.228,4.737,402.277,0.56,-2.23,29,364.271,1864839.723,24.807,15.665,12.044,175.85,11.21,0.508,11.21,0.308,0.018,0.308,-0.479,-0.508,6.989,119.526,402.575,2,4,0,0,0,1,0,1,4,2,4,0,16,0,0,0,162,14.95,5.75,11.499,0,0,5.969,4.795,0,0,0,63.332,51.012,18.554,0,1,19.744,5.969,0,0,0,90.897,0,42,0,17.249,4.737,0,17.249,0,16.182,11.215,0,90.04,36.437,0,0,0,66.76,0,0,0,0,0,0,0,0,0,64.833,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1.767,1113.123,32.121,28.366,28.366,19.889,16.546,16.546,16.001,16.001,12.204,12.204,10.141,10.141,34.608,19.802,0,41.663,24.677,32.29,18.256,0,27.695,46.771,14.211,602.418,0.833,-1.7,43,544.389,1391769237,34.178,12.244,6.118,259.362,13.373,0.469,13.373,0.335,0.056,0.335,-1.21,-0.469,6.406,166.893,602.853,2,7,3,1,4,0,0,0,7,2,7,0,11,2,1,3,244,24.424,6.104,6.104,0,0,11.939,4.795,4.795,0,0,57.917,106.639,11.836,25.422,4,34.013,11.939,0,0,45.835,131.172,13.717,23.298,0,0,0,0,0,0,59.781,23.8,45.835,107.259,23.298,0,0,0,102.29,0,0,0,0,0,0,0,0,0,94.833,0,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.944,1374.636,39.137,33.862,33.862,24.053,19.596,19.596,18.398,18.398,13.777,13.777,11.05,11.05,70.036,29.703,0,48.587,25.869,18.415,12.683,27.695,13.847,46.771,18.947,732.481,0.833,-2.27,52,664.452,76856373218,42.471,15.835,7.918,311.621,13.941,0.469,13.941,0.335,0.018,0.335,-1.35,-0.469,6.334,197.617,732.996,3,10,3,1,4,0,0,0,10,3,10,0,16,2,1,3,296,34.267,12.208,12.208,0,0,17.908,4.795,9.589,0,0,78.185,100.219,17.754,25.422,4,48.651,17.908,0,0,51.752,157.228,13.717,23.298,0,0,0,0,0,0,83.065,33.331,51.752,121.107,23.298,0,0,0,148.82,0,0,0,0,0,0,0,0,0,121,0,3,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
